﻿language,unit,word,definition
"עברית","3","נִלְאֶה","עייף, תשוש"
"עברית","3","נְמוּך רוּחַ","צנוע, עניו"
"עברית","3","נָצַר אֶת לְשׁוֹנוֹ / פִּיו","השתתק, לא הוציא הגה"
"עברית","3","נִקְבָּה","מחילה, מנהרה"
"עברית","3","נַקְבּוּבִית","נקב קטן מאוד, חור זעיר"
"עברית","3","סָבוּךְ","מסובך מאוד (על בעיה), סמיך ועבות (על יער)"
"עברית","3","סוֹכֵךְ","כיסה לצורך הגנה"
"עברית","3","סִיכֵּל","ביטל, הכשיל דבר מה"
"עברית","3","סָר חִינוֹ","הפסיק למצוא חן בעיני מישהו (החן שלו זז)"
"עברית","3","סָתוּר","לא מסודר, פרוע"
"עברית","3","עָבִיט","כלי קיבול למי שפכים, סיר לילה"
"עברית","3","עֶגְלוֹן","מי שנוהג בעגלה רתומה לסוסים"
"עברית","3","עֹול","כלי רתמה לבהמות עבודה, שני מוטות המחוברים ביתדות לעורף הבהמה"
"עברית","3","עִישֵּׂב","הוציא (בידיים) עשבים שוטים (נִיכּוּש - הוצאת עשבים בעזרת מַכּוֹש)"
"עברית","3","עַל רֶגֶל אַחַת","בצורה קצרה ומתומצתת, ביעף"
"עברית","3","עָלַב","העליב, פגע"
"עברית","3","עָמַד עַל טִיבוֹ","חקר את אופיו של משהו וגיבש את דעתו עליו, תהה על קנקנו"
"עברית","3","עֲקַלְקָל","שאינו ישר, מפותל"
"עברית","3","עֲרוּגָה","תלולית אדמה מוארכת בה זורעים זרעים או שותלים שתילים בגינה"
"עברית","3","פּוֹרֶה","שמניב הרבה פרי, שנותן תפוקה גדולה, יעיל"
"עברית","3","פְּלָצוּר","חבל ארוך עם לולאה בקצה המשמש את הבוקר ללכידת סוסים, לָאסוֹ"
"עברית","3","פְּתַלְתְּל","שאינו ישר, מפותל"
"עברית","3","פְּתַלְתְּל","מסובך להבנה, מורכב"
"עברית","3","פְּתַלְתְּל","הפכפך, ערמומי"
"עברית","3","צִי","קבוצת אוניות בעלות ייעוד משותף"
"עברית","3","צִיר","שליח, מיופה כוח, מעין שגריר"
"עברית","3","צִיר","מיץ, רוטב"
"עברית","3","צְנִים","טוסט, קלי"
"עברית","3","קוֹצֶר רוּחַ","חוסר (קצר ב) סבלנות"
"עברית","3","קִידָּה","השתחוות קלה"
"עברית","3","קֶלַח","פרי התירס"
"עברית","3","קֶלַח","קלח תירס, אשכול התירס שבו מצויים הגרגרים"
"עברית","3","קֶלַח","זרם, שטף"
"עברית","3","קְלִישָאַה / קְלִישָה","רעיון נדוש ושחוק שכבר הועלה פעמים רבות בעבר והספיק לאבד מעוצמתו"
"עברית","3","קָמִין","תנור, אח"
"עברית","3","קִנְטֵר","לגלג, הרגיז"
"עברית","3","קְשֵׁה לֵב","חסר רחמים, אכזרי"
"עברית","3","קְשֵׁה לֵב","עקשן"
"עברית","3","קְשֵׁה לֵב","חצוף, חסר בושה, גס רוח"
"עברית","3","רוֹחַב יָד / לֵב","נדיבות"
"עברית","3","רִיפָּה אֶת יָדָיו","החליש אותו מורלית (ההיפך מעודד אותו), ייאש אותו"
"עברית","3","שְׂבָכָה","מחיצת רשת, גדר"
"עברית","3","שַׁבְרִיר","חלק קטן ביותר, קצת"
"עברית","3","שִׁדֵּל","פיתה, ניסה לשכנע מישהו לעשות משהו בניגוד לרצונו ההתחלתי"
"עברית","3","שׁוֹבָךְ","קן יונים בצורת תיבה"
"עברית","3","שָׁחוּק","בלוי ומשומש, מרופט"
"עברית","3","שָׁחוּק","נדוש, שדוף (כשנאמר על רעיון)"
"עברית","3","שָׁחוּק","עייף נפשית, מותש וחסר כוח"
"עברית","3","שִׁחֵת","השחית, הרס, חיבל"
"עברית","3","שַׁחַת","תבואה"
"עברית","3","שִׁיכּוּך","ריכוך, הרגעה (משככי כאבים)"
"עברית","3","שִׁכְתּוּב","כתיבת חומר כלשהו בשנית בניסוח או סגנון טוב יותר"
"עברית","3","שִׁלְהֵי","סוף, סיום, בשלבים האחרונים"
"עברית","3","שָׁלַח יָד בְּנַפְשוֹ","התאבד, טָרָף נפש בכַפו"
"עברית","3","שִׂמְחָה לְאֵיד","שמחה על כשלונו של מישהו"
"עברית","3","שָׁפָל","נמוך, קטן (שפל רוח - צנוע, רוחו ""קטנה"")"
"עברית","3","שָׁפָל","נבזה, מנוול"
"עברית","3","שַׁרְלְטָן","נוכל, רמאי"
"עברית","3","תֶּבֶן","סוג של קש המשמש כמאכל בהמות"
"עברית","3","תָּדִיר","שכיח, קורה לעתים קרובות (תדיר - בתדירות גבוהה) (להיפך: נדיר)"
"עברית","3","תִּיעוּב","סלידה, מאיסה"
"עברית","3","תַּסְמִין","סימפטום, סימן היכר"
"עברית","3","תִּפְרַחַת","מספר פרחים המחוברים יחדיו לאותו הגבעול, אשכול"
"עברית","3","תַּתְרָן","נטול חוש ריח. בהשאלה: חסר חוש הבחנה"
"עברית","4","אֶבְרָה","כנף של עוף"
"עברית","4","אַדְוָה","גל קטן"
"עברית","4","אִוְושָׁה","רחש קל, רשרוש"
"עברית","4","אָזְלַת יָד","חוסר אונים, חולשה, חוסר יכולת לבצע דבר מה"
"עברית","4","אֲחִיזַת עֵינַיִים","תרמית, הטעיה, הולכת שולל"
"עברית","4","אֵיכָה?","איך? הכיצד?"
"עברית","4","אִיכּוּל","קורוזיה, הרס מתכת עקב התרכבות עם חמצן"
"עברית","4","אִימּוּם","תבנית בצורת כף רגל או גוף בעזרתה מייצרים נעליים או בגדים"
"עברית","4","אֵימְתָנִי","מפחיד, מאיים, מבהיל"
"עברית","4","אֵיפָה וְאֵיפָה","אפליה, יחס לא שווה לשני אנשים שונים"
"עברית","4","אֵיתָן","חזק ויציב, חסון"
"עברית","4","אֵיתָן בְּדַעְתוֹ","עומד על דעתו, דבק בעמדתו, משוכנע בצדקתו"
"עברית","4","אָמַד","העריך"
"עברית","4","אַמַּת מַיִם","תעלה המשמשת להעברת מים ממקום למקום"
"עברית","4","אֲנָקָה","צעקה (לרוב כתוצאה מצער או כאב), גניחה"
"עברית","4","אֲפַרְכֶּסֶת","החלק העליון בשפופרת הטלפון שאותו מצמידים לאוזן"
"עברית","4","אִצְטַבָּה","מדף, רף"
"עברית","4","אַרְכָּה","הארכת זמן, תוספת זמן"
"עברית","4","בְּדִיעֲבַד","לאחר מעשה"
"עברית","4","בּוּר","שדה לא מעובד שלא נחרש או נזרע"
"עברית","4","בּוּר (וְעַם הָאָרֶץ)","חסר השכלה, אנאלפבית"
"עברית","4","בֵּיבָר","גן-חיות"
"עברית","4","בְּכִי תַּמְרוּרִים","בכי מר על אסון, התייפחות"
"עברית","4","בֶּכֶר","גמל צעיר"
"עברית","4","בִּמְשוּרָה","כמות קטנה ומצומצמת (לקוח מהביטוי “מים במשורה”)"
"עברית","4","בָּעֲרָה חֲמָתוֹ","זעם, כעס, רגז"
"עברית","4","בַּר-כִּבּוּשׁ","שאפשר לכבוש אותו"
"עברית","4","גֵּאוּת","עליית מפלס מי הים"
"עברית","4","גִּבֵּב","אסף חפצים שונים וערם אותם בערימה, שם דברים זה על גבי זה ללא סדר"
"עברית","4","גָּדִיד","קטיף תמרים"
"עברית","4","גוּמְחָה","שֶקַע בקיר"
"עברית","4","גִּידֵּף","קִלֵל"
"עברית","4","גַלְעֶד","יד, אנדרטה, מצבה"
"עברית","4","דָּווּי","מיוסר, כואב, מעונה"
"עברית","4","דִּכְדּוּךְ","דיכאון, עצב, מועקה נפשית"
"עברית","4","דַּש","קפל בבגד"
"עברית","4","דָּשׁ בַּעֲקֵבָיו","מזלזל"
"עברית","4","הֵאִיץ","הוסיף מהירות, זירז"
"עברית","4","הִגְלָה","גירש מישהו ממולדתו"
"עברית","4","הַדְלִיף","גילה למישהו דבר שהיה אמור להישאר חסוי"
"עברית","4","הוֹנָה","רימה, הטעה"
"עברית","4","הוּעַם","הפך לקהה, טושטש, עורפל"
"עברית","4","הֶחְטִיא","גרם למישהו לבצע חטא"
"עברית","4","הִלְבִּין פָּנִים","בייש, העליב"
"עברית","4","הָלַךְ עִמּוֹ בְּקֶרִי","פעל נגדו, פעל באופן שיעצבן אותו, ""עשה לו דווקא"""
"עברית","4","הֲלָצָה","בדיחה"
"עברית","4","הֵנִיא","גרם לו לא לעשות את שתכנן, מנע בעדו"
"עברית","4","הִסְבִּיר פָּנִים","האיר פנים, התנהג בצורה נחמדה"
"עברית","4","הִסְתּוֹדֵד","התלחש עם מישהו"
"עברית","4","הֶעְתִּיר","העניק בנדיבות וברוחב לב"
"עברית","4","הִצְנִיעַ","הניח דבר מה כך שלא יבלוט, החביא, הסתיר"
"עברית","4","הֵצֵר צְעָדָיו","הגביל, הפריע לו ומנע את התקדמותו"
"עברית","4","הִקָּווּת","היאספות של מים במקום מסוים (מקווה מים)"
"עברית","4","הִקְשָה אֶת לִיבּוֹ / עָרְפּוֹ","התעקש, לא וויתר, המשיך לסרב"
"עברית","4","הֶרֶף עַיִן","פרק זמן קצר מאוד, רגע"
"עברית","4","הִשְׁתַּנֵּק","התקשה לבלוע או לדבר בגלל התרגשות שמנעה מעבר תקין של האוויר, נחנק, מעבר האוויר אליו נחסם"
"עברית","4","הִתְוַדֵּעַ","ערך היכרות עם מישהו/משהו חדש, הכיר לראשונה"
"עברית","4","הִתְפַּלֵּשׁ","התגלגל בעפר או בלכלוך"
"עברית","4","הִתְרַפֵּס","התחנף למישהו, לחך את עפר רגליו"
"עברית","4","זָלַג","זרם במקום בלתי רצוי"
"עברית","4","זָלַג","נטף, נזלו ממנו טיפות"
"עברית","4","זָעוּם","מעט מאוד"
"עברית","4","זַרְזִיף","זרם דק"
"עברית","4","חַבּוּרָה","סימן כחול / נפיחות כתוצאה ממכה"
"עברית","4","חוּצוֹת","שטחים פתוחים, רחובות"
"עברית","4","חִיבּוּץ","תהליך הכנת החמאה והשמנת"
"עברית","4","חַלּוּק נַחַל","אבן חלקה שנשחקה על ידי זרימת מים"
"עברית","4","חֶנְוָנִי","בעל מכולת"
"עברית","4","חַרְטוֹם","החלק הקדמי של חפץ כלשהו, כלי שייט/טייס, בעל-חיים"
"עברית","4","חָשׁ","הזדרז, מיהר, נחפז, נבהל, נזעק, אצה לו השעה"
"עברית","4","חָשׁ","הרגיש"
"עברית","4","חֲתִימַת שָׂפָם","ראשית צמיחתו של השפם"
"עברית","4","טָמִיר","נסתר, סודי, בלתי מוכר"
"עברית","4","טָף","שם כולל לילדים קטנים/תינוקות"
"עברית","4","טַרְחָן","טרדן, נודניק, אדם שמטריח אחרים"
"עברית","4","יְבָבָה","יללה, בכי ממושך או מקוטע (על פי רוב לא חזק)"
"עברית","4","יְדִיד נֶפֶשׁ","חבר נפש, חבר טוב"
"עברית","4","יִלּוֹד","תינוק רך (בשבועות הראשונים לחייו)"
"עברית","4","יָצוּעַ","מיטה, משכב, כלי מיטה שמציעים לשכיבה"
"עברית","4","יָרֵא","פוחד, מבועת"
"עברית","4","יָרַד לַטִּמְיוֹן","הלך לאיבוד, אבד (משמש בהתייחסות לדבר שקרה לאחר כישלון)"
"עברית","4","יְשׁוּעָה","הצלה"
"עברית","4","כּוֹנֵן","ייסד, הקים"
"עברית","4","כִּחְכּוּחַ","השמעת קול חיכוך בגרון"
"עברית","4","כִּיסוּפִים","געגועים, השתוקקות"
"עברית","4","כְּלָיָה","חיסול, השמדה"
"עברית","4","כְּמִיהָה","השתוקקות"
"עברית","4","כְרוֹנוֹלוֹגִי","ערוך בסדר זמנים עוקב"
"עברית","4","כִּתֵּת אֶת רַגְלָיו","הלך הרבה"
"עברית","4","לַהַב","החלק החד של כלי חיתוך, סכין, פגיון, חרב"
"עברית","4","לָקָה","חלה במשהו, נפל למשכב"
"עברית","4","מְאוּבָּן","דבר שנתקשה כאבן"
"עברית","4","מְאוּבָּן","נדהם, משותק"
"עברית","4","מְבוֹאָה","לובי, אולם כניסה"
"עברית","4","מַהַתַלָה","שובבות, מעשה קונדסות"
"עברית","4","מְזָוֶוה","ארון או חלל קטן המיועד לאחסון מוצרי מזון"
"עברית","4","מְחִית","מאכל עשוי מפירות או ירקות מעוכים, פירה"
"עברית","4","מָחַל","סלח"
"עברית","4","מַחְצָב","חומר שחוצבים מן האדמה כגון: אבנים, פחם, מתכת וכו&#39;"
"עברית","4","מַחְצָבָה","מקום בו חוצבים אבנים לבניין וכו&#39;"
"עברית","4","מְטִיל","גוש מתכת יצוקה בצורה כלשהי"
"עברית","4","מַטָף","מיכל שמשמש לכיבוי אש"
"עברית","4","מִיכֵּן","התקין מכונות במקום מסוים לצורך ביצוע עבודות שעד כה נעשו באופן ידני"
"עברית","4","מְכוּנָף","שיש לו כנפיים"
"עברית","4","מַכּוֹת נֶאֱמָנוֹת / נִמְרָצוֹת","מכות חזקות מאוד"
"עברית","4","מִכְסָה","כמות מסוימת שנקבעה מראש"
"עברית","4","מַעֲטֶה","כיסוי, כְּסוּת, מעטֶפֶת"
"עברית","4","מְפַעְפֵּעַ","מחלחל, חודר"
"עברית","4","מְפַעְפֵּעַ","מעלה בועות משמיע רשע של מים רותחים, מבעבע"
"עברית","4","מַצְבִּיא","מפקד צבאי בכיר, קצין"
"עברית","4","מַקְרֵן","מכשיר להקרנת שקופיות"
"עברית","4","מַקְרֵן","רדיאטור"
"עברית","4","מִקְשָׁה","שדה דלועים (אבטיחים, דלעות, קישואים או מלונים)"
"עברית","4","מַרְזֵב","צינור לניקוז מים מגג הבניין לאדמה או לביוב"
"עברית","4","מַרְשֶה","מי שנתן ייפוי כוח לאדם אחר כדי שייצג אותו (לרוב הכוונה ללקוח של עורך הדין)"
"עברית","4","מְשׁוּבָה","מעשה קונדס, שובבות"
"עברית","4","מְשׁוּבַת נְעוּרִים","מעשה שנובע מקלות דעת או משובבות"
"עברית","4","מָשַׁח","מרח (בד""כ שמן)"
"עברית","4","מָשַׁח","יצק שמן על דבר בכדי לקדשו"
"עברית","4","מִשְׁלַח יָד","עבודה, עיסוק, מקצוע"
"עברית","4","מִשְׁעוֹל","דרך עפר צרה, שביל"
"עברית","4","מִשְׁתָּלָה","מקום בו מגדלים ומוכרים שתילים"
"עברית","4","מִתְרָס","מחסום מאולתר מחפצים שונים"
"עברית","4","נְחוּשְתַּיִים","שלשלאות שנועדו למנוע את חופש התנועה של האסירים, כבלים"
"עברית","4","נַיָּח","קבוע, מקובע, שאינו נייד, לא ניתן להזיזו ממקום למקום"
"עברית","4","נִיחוֹח","ריח נעים וטוב"
"עברית","4","נִיתֵּץ","ניפץ לרסיסים, ריסק"
"עברית","4","נִכְנַס בָּעֳבִי הַקוֹרָה","התמודד עם הבעיה, ירד לעומקו של עניין"
"עברית","4","נָס","ברח, נמלט"
"עברית","4","נָס","נעלם, התפוגג"
"עברית","4","נָפַל עַל אוֹזְנַיים עֲרֵלוֹת","לא הקשיבו למה שאמר, דיבר אל העצים והאבנים"
"עברית","4","נִפְתָּל","ערמומי, תחבולני"
"עברית","4","נִפְתָּל","עקלקל, פתלתל"
"עברית","4","נִצָּב","ידית של חרב, קת"
"עברית","4","נִצָּב","עמד, מוקם"
"עברית","4","נִצָּב","אנך"
"עברית","4","נִצָּב","שחקן בתפקיד שולי שמשמש כתפאורה, סטטיסט"
"עברית","4","נְקִי כַּפַּיִים","ישר, הגון, צדיק"
"עברית","4","נִקְלֶה","בזוי, נחות, בעל ערך נמוך"
"עברית","4","נְקָפוֹ לִבּוֹ / מַצְפּוּנוֹ","נתקף ייסורי מצפון, התחרט"
"עברית","4","נִשְׂגָב מִבִּינָתוֹ","אינו יכול להבין את הדבר"
"עברית","4","סָבַב אוֹתוֹ בְּכַחַשׁ","שיקר לו, רימה אותו"
"עברית","4","סוֹאֵן","רועש"
"עברית","4","סוּמָא","עיוור"
"עברית","4","סִיכָה","מריחה בשמן, משיחה"
"עברית","4","סִמְטָה","רחוב צדדי וצר"
"עברית","4","סַף","מפתן בדלת הכניסה, אדן"
"עברית","4","סַף","התנאי או הכמות המינימאלית להתרחשותו של דבר מה"
"עברית","4","סִפּוּן","תקרה, חלקה העליון של האוניה (התקרה של בטן האוניה)"
"עברית","4","סָפוּן","צפון, נסתר"
"עברית","4","עוּל יָמִים","צעיר"
"עברית","4","עָכוּר","לא צלול, דלוח"
"עברית","4","עָכוּר","עצוב, מדוכדך"
"עברית","4","עָכוּר","לא תקין, משובש"
"עברית","4","עַל כַּרְעֵי תַּרְנְגוֹלֶת","רעוע ובלתי יציב"
"עברית","4","עַל מֵי מְנוּחוֹת","ברוגע, בשלווה"
"עברית","4","עָלַץ","שמח, התמלא שמחה"
"עברית","4","עָמַד עַל דַּעְתוֹ","הפך לבר דעת, התחיל להבין"
"עברית","4","עָמַד עַל דַּעְתוֹ","התעקש, המשיך להחזיק בדעתו, עמד על שלו"
"עברית","4","עִמְעוּם","גרימה למשהו להיות מעורפל או מטושטש, הפיכתו לפחות ברור משהיה"
"עברית","4","עִמְעוּם","החלשת האור והפיכתו לעמום יותר"
"עברית","4","עָנָיו","צנוע"
"עברית","4","עֲקֵב בְּצַד אֲגוּדָל","צעד אחר צעד, בזהירות יתרה"
"עברית","4","עָשָׂה שַׁמּוֹת","הרס משהו, החריב"
"עברית","4","פַּדַחַת","מצח"
"עברית","4","פִּדְיוֹן","שחרור אדם או דבר מה בערבות כספית או שוות ערך אחרת"
"עברית","4","פִּדְיוֹן","הכנסה המתקבלת בפרק זמן כלשהו"
"עברית","4","פִּדְיוֹן","המרה של שטר התחייבות בכסף"
"עברית","4","פּוֹשֵׁט יָד","קבצן"
"עברית","4","פִּכְפּוּך","זרימה, נביעה"
"עברית","4","פִּסְגָּה","החלק הגבוה ביותר בהר"
"עברית","4","פְּצִירָה","מכשיר המשמש לשיוף והחלקה (של עץ, מתכת וכו&#39;)"
"עברית","4","פְּצִירָה","כלי לטיפוח הציפורניים"
"עברית","4","פְּרִימָה","התרת קשרים"
"עברית","4","פְּרַקְדָן","שכוב על הגב"
"עברית","4","פָּשַׁט יָד","ביקש נדבה, קיבץ נדבות"
"עברית","4","פְּתִית","פרור"
"עברית","4","צָחִיחַ","מחוסר מים, יבש"
"עברית","4","צַחֲנָה","סירחון, עיפוש"
"עברית","4","צִיטָטָה","קטע המובא לשם חיזוק או הדגמה (לרוב ממקור כתוב כלשהו), מובאה"
"עברית","4","צָלוּל","לא עכור, שקוף"
"עברית","4","צָפוּן","נסתר, נעלם"
"עברית","4","קֵהֶה","לא חד"
"עברית","4","קֵהֶה","עמום, מעורפל"
"עברית","4","קֵהֶה","שאינו בשל, בוסר"
"עברית","4","קָטֵגוֹר","עורך הדין שתובע את הנאשם"
"עברית","4","קְלִיָּה","חריכה של גרגרי תבואה"
"עברית","4","קָמוּר","מעוקם בצורת קערה כלפי מעלה, קשתי (להיפך: קעור)"
"עברית","4","קָנָה (לוֹ) שְׁבִיתָה","התמקם, השתקע"
"עברית","4","קָתֶדְרָה","שמו של הכיסא עליו יושבים הבישופים"
"עברית","4","קָתֶדְרָה","יחידה מדעית במוסד להשכלה גבוהה"
"עברית","4","קָתֶדְרָה","במה עליה עומד הנואם, דוכן"
"עברית","4","רִדֵּד","שיטח"
"עברית","4","רָדוּד","לא עמוק"
"עברית","4","רִיק","וָואקוּם, אֶפֶס"
"עברית","4","רִקֵּעַ","הפך לשטוח (יצר צורות על ידי שיטוח מתכת)"
"עברית","4","רָקַע","דרך בחוזקה על הקרקע"
"עברית","4","רָתַח","כעס מאוד"
"עברית","4","שְׁאָר רוּחַ","יכולות רוחניות ונפשיות גדולות כגון רגישות, פתיחות וכדומה"
"עברית","4","שְׁבִיתַת נֶשֶׁק","הפסקת אש, הפסקה מוסכמת של כל פעולות הלחימה"
"עברית","4","שְׂדֵרָה","רחוב רחב, סימטה"
"עברית","4","שְׂדֵרָה","שיירה (בד""כ של כלי רכב), שורה"
"עברית","4","שְׂדֵרָה","שכבה חברתית, מעמד, סטטוס"
"עברית","4","שַׁלְשֶׁלֶת","שרשרת כבדה עשויה טבעות מתכת"
"עברית","4","שָׂם לְאַל","מנע את התגשמותו של משהו, סיכל"
"עברית","4","שִׁנֵּן","למד היטב, חזר שוב ושוב על משהו כדי לזכור אותו"
"עברית","4","שָׁפַךְ לִבּוֹ","השתפך, חשף את כל צרותיו בפני מישהו"
"עברית","4","שָׁרָב","מזג אוויר חם מאוד"
"עברית","4","שְׁרַפְרַף","כסא נמוך, הדום"
"עברית","4","תָּהָה עַל קַנְקַנּוֹ","עמד על טיבו, בחן אותו"
"עברית","4","תּוֹרֶן","מוט גבוה בספינה לקשירת המפרשים, עמוד גבוה לדגל, כינוי לאדם גבוה"
"עברית","4","תֵּל","גבעה מלאכותית, ערמה, גל"
"עברית","4","תָּמַהּ","הטיל ספק, התחבט לגבי נכונותו של הדבר"
"עברית","4","תָּמַהּ","התפלא, מוזר ומפתיע"
"עברית","4","תַּסְכִּית","יצירה דרמתית שעובדה לשידור ברדיו"
"עברית","4","תָּעַה","איבד את הדרך"
"עברית","4","תַּרְעוֹמֶת","תחושת כעס, רוגז"
"עברית","4","תְּשׁוּקָה","רצון עז, תאווה עזה"
"עברית","5","כּוֹרֵם","בעל מקצוע שמגדל גפנים וענבים"
"עברית","5","אֵבוּס","כלי להגשת אוכל לבהמות"
"עברית","5","אָבוס","מפוּטם"
"עברית","5","אֶבֶן בּוֹחַן","אמת מידה, מדד"
"עברית","5","אוּרְבָּנִי","עירוני (עירוני - urban)"
"עברית","5","אוֹתִיוֹת קִדּוּשׁ לְבָנָה","אותיות גדולות במיוחד (להיפך: אותיות טַל וּמָטָר)"
"עברית","5","אֵיד","צרה, אסון"
"עברית","5","אַיֵּה?","איפה?"
"עברית","5","אֵין-אוֹנִים","אי יכולת להתמודד, חולשה מוחלטת"
"עברית","5","אִיפּוּל","איסור פרסום ברבים, צנזורה, עמימות"
"עברית","5","אֲלוּנְטִית","מגבת"
"עברית","5","אִלְפָּס","סיר עמוק עם ידית ומכסה, מחבת עמוקה"
"עברית","5","אָמָה","משרתת, שפחה"
"עברית","5","אָמָה","מידת אורך קדומה (מהמרפק עד שורש כף היד)"
"עברית","5","אֶמְפִּירִי","שמבוסס על ניסוי (להיפך: תיאורטי)"
"עברית","5","אִמְרָה","פתגם"
"עברית","5","אִמְרָה","שולי האריג, שפת הבגד"
"עברית","5","אַסְדָּה","סירה קטנה, רפסודה"
"עברית","5","אַסְקופָּה","סף"
"עברית","5","אַסְקופָּה הַנִּדְרֶסֶת","כינוי לאדם שכולם מתעמרים בו, אדם חלש אופי"
"עברית","5","אָרְכָה לוֹ הַשָּׁעָה","הזמן נדמה בעניו כנצח, היה חסר סבלנות"
"עברית","5","אַרְכּוֹף","סד עינויים בו נקשרות הרגליים והידיים"
"עברית","5","אַרְכּוֹף","טבעת לרגלו של הרוכב"
"עברית","5","אַרְכָנִי","ארוך שלא לצורך"
"עברית","5","אַשְׁמוֹרֶת","שליש מהלילה, חלק מהלילה"
"עברית","5","אָתֵאִיסְט","מי שכופר בקיום האל, מי שמביע חוסר אמונה באל עליון כלשהו"
"עברית","5","בָּא בַּיָּמִים","זקן, קשיש"
"עברית","5","בֶּדֶק בַּיִת","בקרה עצמית, בדיקה לצורך שיפור"
"עברית","5","בְּהֶנֵף יָד","בקלות, כלאחר יד, ללא מחשבה"
"עברית","5","בּוֹר סוּד (שֶׁאֵינוֹ מְאַבֵּד טִפָּה)","בעל זיכרון טוב (סוּד - מְסוּיָּד, שהמים לא נספגים בקירותיו ונשארים בתוכו)"
"עברית","5","בָּזִיךְ","סוג של כוס, גביע"
"עברית","5","בָּזִיךְ","סוג של קערה"
"עברית","5","בִּזְעֵיר אֲנְפִּין","בקנה מידה קטן, מוקטן"
"עברית","5","בִּזֵּר","האציל סמכויות, פיזר האחריות"
"עברית","5","בָּחַשׁ בַּקַּלַּחַת","סכסך"
"עברית","5","בֵּין הַמְּצָרִים","במצב דחוק, באין מוצא"
"עברית","5","בֵּין הַשִּׁיטִין","בין השורות, במרומז, לא באופן מפורש"
"עברית","5","בֵּית גְּנָזִים","מקום אכסון למסמכים"
"עברית","5","בֵּית נְכוֹת","מוזיאון"
"עברית","5","בֵּית עֲבוֹט","מקום בו ניתן למשכן חפצים תמורת הלוואה, בית משכונות"
"עברית","5","בְּלִיל","תערובת"
"עברית","5","בֶּן-דְּמוּתוֹ","דומה לו"
"עברית","5","בֶּן-כִּלְאַיִים","בעל חיים או צמח שהוא תוצר של שילוב בין שני מינים שונים"
"עברית","5","בְּעָלְמָא","ללא סיבה מיוחדת"
"עברית","5","בְּעָתָה","פחד פתאומי, בהלה, חרדה"
"עברית","5","בְּצוֹק הָעִתִּים","בזמנים קשים, בזמן מצוקה"
"עברית","5","בְּשָׂפָה רָפָה","בקול חלש, במלמול"
"עברית","5","בְּשָׂפָה רָפָה","אמר את שאמר בחוסר רצון ומתוך הכרח"
"עברית","5","גֶזֶם","הענפים שנגזמו, הפסולת שנשארה לאחר הגיזום"
"עברית","5","גִּילָּה אֶת אָזְנוֹ","סיפר לו סוד"
"עברית","5","גָמָא / גָמַע","לגם, שתה"
"עברית","5","גֶּפֶת","פסולת הזיתים לאחר הסחיטה"
"עברית","5","גֶּרֶם","עצם (כמו עצמות השלד)"
"עברית","5","גֶּרֶם","גוף בעל צורה ונפח (גרם מדרגות - סדרה רצופה של מדרגות, גרם שמים - גוף שְׁמֵימִי)"
"עברית","5","דְּבָרִים בְּעָלְמָא","דברים סתמיים, ללא כוונה מיוחדת"
"עברית","5","דָּחַק אֶת הַקֵּץ","ביקש לקרב את הסוף קודם זמנו"
"עברית","5","דָּחַק אֶת הַשָּעָה","עשה משהו לפני זמנו, נהג בפזיזות"
"עברית","5","דָּחַק אֶת רַגְלָיו","תפס את מקומו, נישל אותו מתפקידו"
"עברית","5","דִּנְדֵּן","צלצל בפעמון"
"עברית","5","דַּעְתָּן","מי שיודע להביע את דעתו בצורה נחרצת ויכול לדבוק בעמדותיו, אסרטיבי"
"עברית","5","דָּרְבָּן","גלגל שיניים קטן המחובר לעקב המגף ונועד לדרבן את הסוס (על ידי דקירתו)"
"עברית","5","הֶאֱבִיס","נתן אוכל רב מדי"
"עברית","5","הֶאֱבִיס","האכיל בעלי חיים"
"עברית","5","הֶאֱנִישׁ","ייחס תכונות אנושיות למי שאינו אנושי"
"עברית","5","הֶדוֹנִיזְם","נהנתנות, רדיפת תענוגות"
"עברית","5","הוֹלֵך עַל קֶרַח דַּק","נמצא במצב קשה ומסוכן תחת נסיבות שאינן לחלוטין בשליטתו"
"עברית","5","הִזָּה","התיז נוזל, טפטף, הזליף"
"עברית","5","הִידֵס","הלך בצורה לא יציבה כשהוא נוטה מצד לצד"
"עברית","5","הִיפּוֹתֶטִי","משוער, לא ודאי, תאורטי"
"עברית","5","הֵלִיט","כיסה, הסתיר (לוֹט - כיסוי)"
"עברית","5","הָלַך עַל חֶבֶל דַּק","מצוי במצב שבו כל טעות קטנה יכולה להסב לו נזק"
"עברית","5","הֲלָנַת שָׂכָר","עיכוב תשלום השכר לעובד"
"עברית","5","הִפְטִיר","קרא הפטרה (הפטרה - קטע מספרי הנביאים שקוראים בבית כנסת)"
"עברית","5","הִפְטִיר","אמר משהו ללא תשומת לב מיוחדת, ""זרק"" משהו לאוויר"
"עברית","5","הִפְרִיט","העביר בעלות מהמדינה לידיים פרטיות (להיפך: הלאים)"
"עברית","5","הִקְדִּיחַ","בישל יתר על המידה"
"עברית","5","הַרְרֵי זָהָב","דמיונות וגוזמאות"
"עברית","5","הִתְחַוֵּר","התברר ללא ספק, הסתבר"
"עברית","5","הִתַּמֵּם","עשה עצמו תמים, התנהג כאילו אינו יודע במה מדובר"
"עברית","5","וָאדִי","אפיק נחל סלעי (מרבית השנה הוא יבש)"
